id,company,country,countryregion,product_categories,brandnames,link_details
39935,Coimbatore Cotton Concepts And Designs Private Limited,India (IN),Tamil Nadu,"Fabrics, Yarns, Accessories, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39935
35280,Colhilados Ltd.,Colombia (CO),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35280
44010,CO.DE.TEX SRL,Italy (IT),NULL,NULL,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44010
26611,Co.ri Sacchettificio srl,Italy (IT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26611
22287,Colombus Textilvertrieb GmbH,Germany (DE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/22287
32570,Colonial Fusions,India (IN),Tamil Nadu,"Accessories, Babywear, Fabrics, Home Textiles, Product category (other), Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32570
18093,Colony Textile Mills Ltd.,Pakistan (PK),NULL,"Raw Fibres, Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/18093
9084,Color N Style Pvt. Ltd.,India (IN),Uttar Pradesh,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/9084
5347,Comfit Composite Knit Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/5347
44526,CÔNG TY TNHH CÔNG NGHỆ TRANG PHỤC CHUNG DOANH,Viet Nam (VN),NULL,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44526
37513,Conifer Industries Pvt. Ltd.,India (IN),Gujarat,"Product category (other), Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37513
31042,CONIKA FABRICS,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31042
46428,"Consinee Group Co., Ltd.",China (CN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46428
42260,CONSIST APPARELS LTD.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42260
45028,Consolidated Textile Brands (d.b.a Organic Cotton Plus),United States (US),Connecticut,"Accessories, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45028
2498,Consulenze Finissaggi Tessile s.r.l,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2498
5348,Consumer Knitex Limited.,Bangladesh (BD),Mymensingh,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/5348
45630,"CONTINENTAL (TAN CHAU) CO., LTD",Viet Nam (VN),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45630
60,Continental Clothing Company  Ltd,United Kingdom (GB),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/60
37313,CONTINENTAL COMPANY LTD,Bulgaria (BG),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37313
46726,Copenhagen Merch Studio,Denmark (DK),NULL,"Babywear, Ladieswear, Men's wear, Product category (other)",Copenhagen Merch Studio,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46726
33513,COQ EN PATE SAS,France (FR),NULL,"Garments, Accessories, Home Textiles, Toys",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33513
28181,Cornelia Geppert Mode-Accessoires GmbH,Germany (DE),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28181
37024,Cornell Overseas Private Limited,India (IN),Uttar Pradesh,"Children's wear, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37024
46982,CorpoTex GmbH,Germany (DE),NULL,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46982
35827,Cosy Roots,Germany (DE),NULL,"Accessories, Babywear, Ladieswear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35827
38941,COMPANY BEACH,Tunisia (TN),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38941
34327,Company Fits B.V,Netherlands (NL),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34327
40587,COMPASS TEX FZE,United Arab Emirates (AE),NULL,"Accessories, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40587
43928,Compass Tex Limited,Hong Kong (HK) - SAR of China,NULL,"Fabrics, Ladieswear, Men's wear, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43928
40246,Concord Manufacturing (Pvt) Ltd,Sri Lanka (LK),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40246
26854,Connecting Threads LLP,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26854
33864,Coral Knitwear,India (IN),Tamil Nadu,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33864
33892,Cortextil EIRL,Peru (PE),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33892
27119,COSETEX SRL,Italy (IT),NULL,"Fabrics, Garments, Raw Fibres, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27119
44910,Cosfibel Hk Limited,China (CN),NULL,"Fabrics, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44910
36252,COSFIBEL PREMIUM FRANCE,France (FR),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36252
25650,Cosilana Naturwaesche GmbH,Germany (DE),NULL,Underwear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25650
40442,COT PRESS,India (IN),Karnataka,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40442
43615,COTGRO FARMS PVT LTD,India (IN)<br>Madhya Pradesh,Madhya Pradesh,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43615
28409,COTOFRANCE,France (FR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28409
26944,"Coton Couleur - Empresa Têxtil, S.A.",Portugal (PT),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26944
33657,COTONIFICIO ALBINI SPA,Italy (IT),NULL,"Fabrics, Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33657
39065,Cotton Clothing (BD) Ltd.,Bangladesh (BD),Dhaka,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39065
25394,COTTON CLUB FAIR GAME,Belgium (BE),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25394
41168,COTTON EMPORIUM,India (IN),West Bengal,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41168
41705,COZIER FINIISHERS,India (IN),Tamil Nadu,"Fabrics, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41705
34744,Continuous Dyeing Printing Mills,India (IN),Uttar Pradesh,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34744
37677,"COSTA GUERREIRO, LDA.",Portugal (PT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37677
39459,Costampa - Estamparia LDA,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39459
45956,COTTONTEX INTERNATIONAL AG,Italy (IT),NULL,"Fabrics, Garments, Home Textiles, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45956
47064,Cotwin Knitting,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/47064
26615,Courtney Knowles DBA Acorn International,United States (US),Texas,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26615
28713,Condição Padrão,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28713
40344,Condur Tekstil Gida Tarim Urn. San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40344
43360,"Confeccções Polivex, Lda",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43360
38973,Confecciones Textimax S.A.,Peru (PE),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38973
39305,"Confecções Cunha & Ribeiro, Lda.",Portugal (PT),NULL,Garments,Ponto Souto,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39305
36503,Connect Textile & Processing Industries Pvt Ltd.,India (IN),West Bengal,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36503
41163,Cotonex,India (IN),Tamil Nadu,"Fabrics, Yarns, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41163
43980,COTTON BASIC KNITTS,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43980
44118,Cotton Club (BD) Limited,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44118
32272,COTTON TREND SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32272
8114,Cottonanswer,Portugal (PT),NULL,"Fabrics, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/8114
29832,Cozy living,Denmark (DK),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29832
40668,COMPAGNIA DEL COTONE E DELLA SETA SNC,Italy (IT),NULL,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40668
25392,Comtech's International,France (FR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25392
41992,Comtrading Apparel DMCC,United Arab Emirates (AE),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41992
43203,"Conceição Pereira & Carvalho, Lda",Portugal (PT),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43203
40141,Concept 4 Limited,China (CN),NULL,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40141
43501,Concept Clothing Private Limited,India (IN),Haryana,"Children's wear, Fabrics, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43501
44610,Concept Clothing Textiles Pvt Ltd.,India (IN),Uttar Pradesh,"Accessories, Fabrics, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44610
31229,Concept Weavers Private Limited,India (IN),Uttar Pradesh,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31229
37485,Confezioni Barbon S.r.l.,Italy (IT),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37485
33770,Confezioni Emmedue s.rl.,Italy (IT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33770
45472,CONFEZIONI LP SRL,Italy (IT),NULL,"Ladieswear, Men's wear, Garments",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45472
46258,CONFEZIONI SIMMY S.R.L,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46258
28904,Confidence Texwear Ltd.,Bangladesh (BD)<br>Dhaka,Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Underwear, Socks, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28904
46750,Continental Ticking Corporation of America DBA CT Nassau,United States (US),North Carolina,Fabrics,CT Nassau,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46750
43065,COTON CODE GARMENTS,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43065
44137,COTTONİUM TEKSTİL İTHALAT İHRACAT SAN. TİC LTD ŞTİ,Türkiye (TR),NULL,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44137
36345,Creation,India (IN)<br>Maharashtra,Maharashtra,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36345
43403,Création Gross GmbH & Co. KG,Germany (DE),NULL,"Garments, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43403
26836,Creative Apparels (Pvt) Ltd,Pakistan (PK),NULL,"Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26836
43485,Creative Garments Pvt Ltd,India (IN),Karnataka,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43485
35687,Creative Garments Pvt. Ltd.,India (IN),Maharashtra,"Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35687
28398,CONFETTI TEKSTIL SANAYI VE DIS TICARET ANONIM SIRKETI - BURSA SUBESI,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28398
4877,Cotton Blossom India Private Limited,India (IN),Tamil Nadu,"Fabrics, Garments, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/4877
39991,Core Spun Apparel Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39991
361,COTONIFICIO OLCESE FERRARI SPA,Italy (IT),NULL,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/361
45955,COTONIFY ŞÜKRAN YAŞAR,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45955
30813,COTTON PARADISE LDA,Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30813
29824,COTTON WORLD,India (IN),Karnataka,"Fabrics, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29824
32127,COTTONERA PRIVATE LIMITED,Pakistan (PK),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32127
27888,Creative Concept Nordic AB,Sweden (SE),NULL,Hygiene products,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27888
42222,CREATIVE DYEING & PRINTING MILLS PVT LTD,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42222
44619,CREATIVE GARMENTS,India (IN),Maharashtra,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44619
2846,Crispim Abreu CA Lda.,Portugal (PT),NULL,"Fabrics, Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/2846
36454,Cristalturquesa Malhas LDA,Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36454
28714,"Cristêxtil- Confecção, Lda.",Portugal (PT),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28714
43122,CRITEX SP. Z O.O. SP. KOMANDYTOWA,Poland (PL),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43122
44414,Cosimo International,India (IN),Tamil Nadu,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44414
28476,Cosmopolitan Industries (Pvt.) Ltd.,Bangladesh (BD),Dhaka,"Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28476
41443,COTSEEDS CORPORATION,India (IN),Karnataka,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41443
38402,Cotton Club (BD) Ltd. (Extended Part),Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38402
